predictions,gts,ids
right,right,"""training_data/easy/boards/boards628/step_0.png"""
right,down,"""training_data/easy/boards/boards628/step_1.png"""
down right,down,"""training_data/easy/boards/boards628/step_2.png"""
right down,right,"""training_data/easy/boards/boards628/step_3.png"""
down right,right,"""training_data/easy/boards/boards628/step_4.png"""
down right,down,"""training_data/easy/boards/boards628/step_5.png"""
down right,down,"""training_data/easy/boards/boards628/step_6.png"""
right down right,right,"""training_data/easy/boards/boards628/step_7.png"""
down right,down,"""training_data/easy/boards/boards628/step_8.png"""
right down right,right,"""training_data/easy/boards/boards628/step_9.png"""
down,down,"""training_data/easy/boards/boards628/step_10.png"""
grip,grip,"""training_data/easy/boards/boards628/step_11.png"""
down,left,"""training_data/easy/boards/boards1198/step_0.png"""
down,left,"""training_data/easy/boards/boards1198/step_1.png"""
down,left,"""training_data/easy/boards/boards1198/step_2.png"""
down,down,"""training_data/easy/boards/boards1198/step_3.png"""
down,down,"""training_data/easy/boards/boards1198/step_4.png"""
down,down,"""training_data/easy/boards/boards1198/step_5.png"""
down,down,"""training_data/easy/boards/boards1198/step_6.png"""
grip,grip,"""training_data/easy/boards/boards1198/step_7.png"""
down right,down,"""training_data/easy/boards/boards3107/step_0.png"""
down right,right,"""training_data/easy/boards/boards3107/step_1.png"""
down right,down,"""training_data/easy/boards/boards3107/step_2.png"""
down right,right,"""training_data/easy/boards/boards3107/step_3.png"""
down right,right,"""training_data/easy/boards/boards3107/step_4.png"""
down right,down,"""training_data/easy/boards/boards3107/step_5.png"""
down right,right,"""training_data/easy/boards/boards3107/step_6.png"""
down right,down,"""training_data/easy/boards/boards3107/step_7.png"""
down right,down,"""training_data/easy/boards/boards3107/step_8.png"""
down right,right,"""training_data/easy/boards/boards3107/step_9.png"""
down right,down,"""training_data/easy/boards/boards3107/step_10.png"""
down right,right,"""training_data/easy/boards/boards3107/step_11.png"""
down,down,"""training_data/easy/boards/boards3107/step_12.png"""
grip,grip,"""training_data/easy/boards/boards3107/step_13.png"""
left down,left,"""training_data/easy/boards/boards1799/step_0.png"""
left,left,"""training_data/easy/boards/boards1799/step_1.png"""
left down,down,"""training_data/easy/boards/boards1799/step_2.png"""
left down,left,"""training_data/easy/boards/boards1799/step_3.png"""
left,down,"""training_data/easy/boards/boards1799/step_4.png"""
left down,down,"""training_data/easy/boards/boards1799/step_5.png"""
left down,down,"""training_data/easy/boards/boards1799/step_6.png"""
left down,left,"""training_data/easy/boards/boards1799/step_7.png"""
left down,left,"""training_data/easy/boards/boards1799/step_8.png"""
left down,left,"""training_data/easy/boards/boards1799/step_9.png"""
down left,down,"""training_data/easy/boards/boards1799/step_10.png"""
left,left,"""training_data/easy/boards/boards1799/step_11.png"""
grip,grip,"""training_data/easy/boards/boards1799/step_12.png"""
up left,up,"""training_data/easy/boards/boards2692/step_0.png"""
up left,left,"""training_data/easy/boards/boards2692/step_1.png"""
up left,up,"""training_data/easy/boards/boards2692/step_2.png"""
left,left,"""training_data/easy/boards/boards2692/step_3.png"""
up left,left,"""training_data/easy/boards/boards2692/step_4.png"""
up left,up,"""training_data/easy/boards/boards2692/step_5.png"""
up left,left,"""training_data/easy/boards/boards2692/step_6.png"""
up left,up,"""training_data/easy/boards/boards2692/step_7.png"""
up left,left,"""training_data/easy/boards/boards2692/step_8.png"""
up,left,"""training_data/easy/boards/boards2692/step_9.png"""
up,up,"""training_data/easy/boards/boards2692/step_10.png"""
up,up,"""training_data/easy/boards/boards2692/step_11.png"""
up,left,"""training_data/easy/boards/boards2692/step_12.png"""
up,up,"""training_data/easy/boards/boards2692/step_13.png"""
grip,grip,"""training_data/easy/boards/boards2692/step_14.png"""
up,left,"""training_data/easy/boards/boards2479/step_0.png"""
up,left,"""training_data/easy/boards/boards2479/step_1.png"""
up,up,"""training_data/easy/boards/boards2479/step_2.png"""
up,up,"""training_data/easy/boards/boards2479/step_3.png"""
up,up,"""training_data/easy/boards/boards2479/step_4.png"""
up,up,"""training_data/easy/boards/boards2479/step_5.png"""
up,left,"""training_data/easy/boards/boards2479/step_6.png"""
up,up,"""training_data/easy/boards/boards2479/step_7.png"""
up,up,"""training_data/easy/boards/boards2479/step_8.png"""
grip,grip,"""training_data/easy/boards/boards2479/step_9.png"""
down,down,"""training_data/easy/boards/boards2722/step_0.png"""
down,down,"""training_data/easy/boards/boards2722/step_1.png"""
down,down,"""training_data/easy/boards/boards2722/step_2.png"""
grip,grip,"""training_data/easy/boards/boards2722/step_3.png"""
down right,down,"""training_data/easy/boards/boards2273/step_0.png"""
down right,down,"""training_data/easy/boards/boards2273/step_1.png"""
down right,right,"""training_data/easy/boards/boards2273/step_2.png"""
down right,right,"""training_data/easy/boards/boards2273/step_3.png"""
down right,down,"""training_data/easy/boards/boards2273/step_4.png"""
right,right,"""training_data/easy/boards/boards2273/step_5.png"""
down right,down,"""training_data/easy/boards/boards2273/step_6.png"""
down right,down,"""training_data/easy/boards/boards2273/step_7.png"""
right down right,right,"""training_data/easy/boards/boards2273/step_8.png"""
down right,right,"""training_data/easy/boards/boards2273/step_9.png"""
down,down,"""training_data/easy/boards/boards2273/step_10.png"""
down right,right,"""training_data/easy/boards/boards2273/step_11.png"""
down,down,"""training_data/easy/boards/boards2273/step_12.png"""
grip,grip,"""training_data/easy/boards/boards2273/step_13.png"""
down,down,"""training_data/easy/boards/boards250/step_0.png"""
right,right,"""training_data/easy/boards/boards250/step_1.png"""
down,down,"""training_data/easy/boards/boards250/step_2.png"""
grip,grip,"""training_data/easy/boards/boards250/step_3.png"""
down,right,"""training_data/easy/boards/boards3181/step_0.png"""
down,down,"""training_data/easy/boards/boards3181/step_1.png"""
down,down,"""training_data/easy/boards/boards3181/step_2.png"""
down,down,"""training_data/easy/boards/boards3181/step_3.png"""
right,right,"""training_data/easy/boards/boards3181/step_4.png"""
down,down,"""training_data/easy/boards/boards3181/step_5.png"""
grip,grip,"""training_data/easy/boards/boards3181/step_6.png"""
up,up,"""training_data/easy/boards/boards424/step_0.png"""
up,up,"""training_data/easy/boards/boards424/step_1.png"""
left,left,"""training_data/easy/boards/boards424/step_2.png"""
grip,grip,"""training_data/easy/boards/boards424/step_3.png"""
down left,down,"""training_data/easy/boards/boards1499/step_0.png"""
down left,down,"""training_data/easy/boards/boards1499/step_1.png"""
left,down,"""training_data/easy/boards/boards1499/step_2.png"""
down,left,"""training_data/easy/boards/boards1499/step_3.png"""
down left,down,"""training_data/easy/boards/boards1499/step_4.png"""
left,left,"""training_data/easy/boards/boards1499/step_5.png"""
left,down,"""training_data/easy/boards/boards1499/step_6.png"""
left down,left,"""training_data/easy/boards/boards1499/step_7.png"""
left down,left,"""training_data/easy/boards/boards1499/step_8.png"""
down,left,"""training_data/easy/boards/boards1499/step_9.png"""
down,down,"""training_data/easy/boards/boards1499/step_10.png"""
down,down,"""training_data/easy/boards/boards1499/step_11.png"""
left,left,"""training_data/easy/boards/boards1499/step_12.png"""
grip,grip,"""training_data/easy/boards/boards1499/step_13.png"""
up,up,"""training_data/easy/boards/boards864/step_0.png"""
up,up,"""training_data/easy/boards/boards864/step_1.png"""
up,up,"""training_data/easy/boards/boards864/step_2.png"""
up,up,"""training_data/easy/boards/boards864/step_3.png"""
up,up,"""training_data/easy/boards/boards864/step_4.png"""
up,up,"""training_data/easy/boards/boards864/step_5.png"""
grip,grip,"""training_data/easy/boards/boards864/step_6.png"""
right,right,"""training_data/easy/boards/boards2956/step_0.png"""
right,right,"""training_data/easy/boards/boards2956/step_1.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards2956/step_2.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards2956/step_3.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards2956/step_4.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards2956/step_5.png"""
right,right,"""training_data/easy/boards/boards2956/step_6.png"""
grip,grip,"""training_data/easy/boards/boards2956/step_7.png"""
down left,down,"""training_data/easy/boards/boards2801/step_0.png"""
down left,left,"""training_data/easy/boards/boards2801/step_1.png"""
left,down,"""training_data/easy/boards/boards2801/step_2.png"""
left,left,"""training_data/easy/boards/boards2801/step_3.png"""
left,down,"""training_data/easy/boards/boards2801/step_4.png"""
left,left,"""training_data/easy/boards/boards2801/step_5.png"""
down left,left,"""training_data/easy/boards/boards2801/step_6.png"""
down left,left,"""training_data/easy/boards/boards2801/step_7.png"""
down left,left,"""training_data/easy/boards/boards2801/step_8.png"""
down left,down,"""training_data/easy/boards/boards2801/step_9.png"""
down,down,"""training_data/easy/boards/boards2801/step_10.png"""
down,left,"""training_data/easy/boards/boards2801/step_11.png"""
down,down,"""training_data/easy/boards/boards2801/step_12.png"""
down,down,"""training_data/easy/boards/boards2801/step_13.png"""
grip,grip,"""training_data/easy/boards/boards2801/step_14.png"""
right,right,"""training_data/easy/boards/boards760/step_0.png"""
right,right,"""training_data/easy/boards/boards760/step_1.png"""
right,right,"""training_data/easy/boards/boards760/step_2.png"""
right,right,"""training_data/easy/boards/boards760/step_3.png"""
right,right,"""training_data/easy/boards/boards760/step_4.png"""
up,up,"""training_data/easy/boards/boards760/step_5.png"""
right,right,"""training_data/easy/boards/boards760/step_6.png"""
grip,grip,"""training_data/easy/boards/boards760/step_7.png"""
right,right,"""training_data/easy/boards/boards514/step_0.png"""
right,right,"""training_data/easy/boards/boards514/step_1.png"""
right,right,"""training_data/easy/boards/boards514/step_2.png"""
right down,down,"""training_data/easy/boards/boards514/step_3.png"""
right down right,right,"""training_data/easy/boards/boards514/step_4.png"""
right down right,down,"""training_data/easy/boards/boards514/step_5.png"""
right,right,"""training_data/easy/boards/boards514/step_6.png"""
right,right,"""training_data/easy/boards/boards514/step_7.png"""
grip,grip,"""training_data/easy/boards/boards514/step_8.png"""
left,left,"""training_data/easy/boards/boards2333/step_0.png"""
left,down,"""training_data/easy/boards/boards2333/step_1.png"""
left,left,"""training_data/easy/boards/boards2333/step_2.png"""
left,down,"""training_data/easy/boards/boards2333/step_3.png"""
left,left,"""training_data/easy/boards/boards2333/step_4.png"""
left down left,left,"""training_data/easy/boards/boards2333/step_5.png"""
left down,down,"""training_data/easy/boards/boards2333/step_6.png"""
left down,left,"""training_data/easy/boards/boards2333/step_7.png"""
left down,left,"""training_data/easy/boards/boards2333/step_8.png"""
left down,left,"""training_data/easy/boards/boards2333/step_9.png"""
down,down,"""training_data/easy/boards/boards2333/step_10.png"""
grip,grip,"""training_data/easy/boards/boards2333/step_11.png"""
left,left,"""training_data/easy/boards/boards1146/step_0.png"""
left,left,"""training_data/easy/boards/boards1146/step_1.png"""
left,left,"""training_data/easy/boards/boards1146/step_2.png"""
left,left,"""training_data/easy/boards/boards1146/step_3.png"""
left,up,"""training_data/easy/boards/boards1146/step_4.png"""
left,left,"""training_data/easy/boards/boards1146/step_5.png"""
left,left,"""training_data/easy/boards/boards1146/step_6.png"""
grip,grip,"""training_data/easy/boards/boards1146/step_7.png"""
right,right,"""training_data/easy/boards/boards3400/step_0.png"""
right down right,down,"""training_data/easy/boards/boards3400/step_1.png"""
right right down right,right,"""training_data/easy/boards/boards3400/step_2.png"""
right right down right down right right right down right right down right right down right right down right right down right right down right right down right right down right right down right right down right right down right right down right right down right right down right right,right,"""training_data/easy/boards/boards3400/step_3.png"""
right down right,right,"""training_data/easy/boards/boards3400/step_4.png"""
right right down right down right right down right down right right right down right down right down right down right down right down right down right down right down right down right down right down right down right down right down right down right down right down right down,down,"""training_data/easy/boards/boards3400/step_5.png"""
right,right,"""training_data/easy/boards/boards3400/step_6.png"""
right,right,"""training_data/easy/boards/boards3400/step_7.png"""
grip,grip,"""training_data/easy/boards/boards3400/step_8.png"""
up,left,"""training_data/easy/boards/boards1887/step_0.png"""
up,left,"""training_data/easy/boards/boards1887/step_1.png"""
up,left,"""training_data/easy/boards/boards1887/step_2.png"""
up,up,"""training_data/easy/boards/boards1887/step_3.png"""
up,up,"""training_data/easy/boards/boards1887/step_4.png"""
up,up,"""training_data/easy/boards/boards1887/step_5.png"""
up,up,"""training_data/easy/boards/boards1887/step_6.png"""
grip,grip,"""training_data/easy/boards/boards1887/step_7.png"""
left,left,"""training_data/easy/boards/boards1868/step_0.png"""
up left,up,"""training_data/easy/boards/boards1868/step_1.png"""
left,up,"""training_data/easy/boards/boards1868/step_2.png"""
left,left,"""training_data/easy/boards/boards1868/step_3.png"""
left,left,"""training_data/easy/boards/boards1868/step_4.png"""
left,left,"""training_data/easy/boards/boards1868/step_5.png"""
up,up,"""training_data/easy/boards/boards1868/step_6.png"""
up,left,"""training_data/easy/boards/boards1868/step_7.png"""
up,up,"""training_data/easy/boards/boards1868/step_8.png"""
up,up,"""training_data/easy/boards/boards1868/step_9.png"""
up,up,"""training_data/easy/boards/boards1868/step_10.png"""
up,left,"""training_data/easy/boards/boards1868/step_11.png"""
up,up,"""training_data/easy/boards/boards1868/step_12.png"""
grip,grip,"""training_data/easy/boards/boards1868/step_13.png"""
up,up,"""training_data/easy/boards/boards2346/step_0.png"""
up,up,"""training_data/easy/boards/boards2346/step_1.png"""
up,up,"""training_data/easy/boards/boards2346/step_2.png"""
left,left,"""training_data/easy/boards/boards2346/step_3.png"""
grip,grip,"""training_data/easy/boards/boards2346/step_4.png"""
down,left,"""training_data/easy/boards/boards1237/step_0.png"""
down,down,"""training_data/easy/boards/boards1237/step_1.png"""
down,down,"""training_data/easy/boards/boards1237/step_2.png"""
down,left,"""training_data/easy/boards/boards1237/step_3.png"""
down,down,"""training_data/easy/boards/boards1237/step_4.png"""
down,down,"""training_data/easy/boards/boards1237/step_5.png"""
down,down,"""training_data/easy/boards/boards1237/step_6.png"""
down,left,"""training_data/easy/boards/boards1237/step_7.png"""
down,down,"""training_data/easy/boards/boards1237/step_8.png"""
down,down,"""training_data/easy/boards/boards1237/step_9.png"""
grip,grip,"""training_data/easy/boards/boards1237/step_10.png"""
down,right,"""training_data/easy/boards/boards2765/step_0.png"""
down,down,"""training_data/easy/boards/boards2765/step_1.png"""
down,down,"""training_data/easy/boards/boards2765/step_2.png"""
down,down,"""training_data/easy/boards/boards2765/step_3.png"""
down,down,"""training_data/easy/boards/boards2765/step_4.png"""
down,down,"""training_data/easy/boards/boards2765/step_5.png"""
down,down,"""training_data/easy/boards/boards2765/step_6.png"""
grip,grip,"""training_data/easy/boards/boards2765/step_7.png"""
up,up,"""training_data/easy/boards/boards1649/step_0.png"""
left,left,"""training_data/easy/boards/boards1649/step_1.png"""
left,left,"""training_data/easy/boards/boards1649/step_2.png"""
left,left,"""training_data/easy/boards/boards1649/step_3.png"""
grip,grip,"""training_data/easy/boards/boards1649/step_4.png"""
right,up,"""training_data/easy/boards/boards2563/step_0.png"""
right,right,"""training_data/easy/boards/boards2563/step_1.png"""
right,right,"""training_data/easy/boards/boards2563/step_2.png"""
up,up,"""training_data/easy/boards/boards2563/step_3.png"""
right,right,"""training_data/easy/boards/boards2563/step_4.png"""
up,up,"""training_data/easy/boards/boards2563/step_5.png"""
up right,up,"""training_data/easy/boards/boards2563/step_6.png"""
right,up,"""training_data/easy/boards/boards2563/step_7.png"""
right,right,"""training_data/easy/boards/boards2563/step_8.png"""
right,up,"""training_data/easy/boards/boards2563/step_9.png"""
right,right,"""training_data/easy/boards/boards2563/step_10.png"""
grip,grip,"""training_data/easy/boards/boards2563/step_11.png"""
down right,down,"""training_data/easy/boards/boards1630/step_0.png"""
right,down,"""training_data/easy/boards/boards1630/step_1.png"""
right,right,"""training_data/easy/boards/boards1630/step_2.png"""
right,down,"""training_data/easy/boards/boards1630/step_3.png"""
right down right,down,"""training_data/easy/boards/boards1630/step_4.png"""
right down right,right,"""training_data/easy/boards/boards1630/step_5.png"""
right down right,right,"""training_data/easy/boards/boards1630/step_6.png"""
right down right,right,"""training_data/easy/boards/boards1630/step_7.png"""
down right,right,"""training_data/easy/boards/boards1630/step_8.png"""
down,down,"""training_data/easy/boards/boards1630/step_9.png"""
grip,grip,"""training_data/easy/boards/boards1630/step_10.png"""
right,right,"""training_data/easy/boards/boards2137/step_0.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards2137/step_1.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards2137/step_2.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards2137/step_3.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards2137/step_4.png"""
right,right,"""training_data/easy/boards/boards2137/step_5.png"""
grip,grip,"""training_data/easy/boards/boards2137/step_6.png"""
right,down,"""training_data/easy/boards/boards3229/step_0.png"""
right,right,"""training_data/easy/boards/boards3229/step_1.png"""
right down,right,"""training_data/easy/boards/boards3229/step_2.png"""
right,down,"""training_data/easy/boards/boards3229/step_3.png"""
right,right,"""training_data/easy/boards/boards3229/step_4.png"""
grip,grip,"""training_data/easy/boards/boards3229/step_5.png"""
right,right,"""training_data/easy/boards/boards1110/step_0.png"""
right,down,"""training_data/easy/boards/boards1110/step_1.png"""
right,right,"""training_data/easy/boards/boards1110/step_2.png"""
down right,right,"""training_data/easy/boards/boards1110/step_3.png"""
down right,down,"""training_data/easy/boards/boards1110/step_4.png"""
down right,right,"""training_data/easy/boards/boards1110/step_5.png"""
down,right,"""training_data/easy/boards/boards1110/step_6.png"""
down,down,"""training_data/easy/boards/boards1110/step_7.png"""
down,down,"""training_data/easy/boards/boards1110/step_8.png"""
down,down,"""training_data/easy/boards/boards1110/step_9.png"""
grip,grip,"""training_data/easy/boards/boards1110/step_10.png"""
up,up,"""training_data/easy/boards/boards924/step_0.png"""
up,up,"""training_data/easy/boards/boards924/step_1.png"""
up,left,"""training_data/easy/boards/boards924/step_2.png"""
up,up,"""training_data/easy/boards/boards924/step_3.png"""
up,up,"""training_data/easy/boards/boards924/step_4.png"""
grip,grip,"""training_data/easy/boards/boards924/step_5.png"""
left,left,"""training_data/easy/boards/boards1902/step_0.png"""
left,down,"""training_data/easy/boards/boards1902/step_1.png"""
left,left,"""training_data/easy/boards/boards1902/step_2.png"""
grip,grip,"""training_data/easy/boards/boards1902/step_3.png"""
down,left,"""training_data/easy/boards/boards560/step_0.png"""
down,down,"""training_data/easy/boards/boards560/step_1.png"""
down,down,"""training_data/easy/boards/boards560/step_2.png"""
down,down,"""training_data/easy/boards/boards560/step_3.png"""
down,down,"""training_data/easy/boards/boards560/step_4.png"""
down,down,"""training_data/easy/boards/boards560/step_5.png"""
down,left,"""training_data/easy/boards/boards560/step_6.png"""
down,down,"""training_data/easy/boards/boards560/step_7.png"""
grip,grip,"""training_data/easy/boards/boards560/step_8.png"""
down,down,"""training_data/easy/boards/boards2120/step_0.png"""
down,left,"""training_data/easy/boards/boards2120/step_1.png"""
down,down,"""training_data/easy/boards/boards2120/step_2.png"""
down,down,"""training_data/easy/boards/boards2120/step_3.png"""
down,left,"""training_data/easy/boards/boards2120/step_4.png"""
down,down,"""training_data/easy/boards/boards2120/step_5.png"""
down,down,"""training_data/easy/boards/boards2120/step_6.png"""
down,down,"""training_data/easy/boards/boards2120/step_7.png"""
grip,grip,"""training_data/easy/boards/boards2120/step_8.png"""
left,left,"""training_data/easy/boards/boards1406/step_0.png"""
left,up,"""training_data/easy/boards/boards1406/step_1.png"""
left,left,"""training_data/easy/boards/boards1406/step_2.png"""
left,left,"""training_data/easy/boards/boards1406/step_3.png"""
left,left,"""training_data/easy/boards/boards1406/step_4.png"""
left,left,"""training_data/easy/boards/boards1406/step_5.png"""
left,left,"""training_data/easy/boards/boards1406/step_6.png"""
grip,grip,"""training_data/easy/boards/boards1406/step_7.png"""
down,down,"""training_data/easy/boards/boards2208/step_0.png"""
down,down,"""training_data/easy/boards/boards2208/step_1.png"""
down,right,"""training_data/easy/boards/boards2208/step_2.png"""
down,down,"""training_data/easy/boards/boards2208/step_3.png"""
down,right,"""training_data/easy/boards/boards2208/step_4.png"""
down,down,"""training_data/easy/boards/boards2208/step_5.png"""
down,down,"""training_data/easy/boards/boards2208/step_6.png"""
right,right,"""training_data/easy/boards/boards2208/step_7.png"""
grip,grip,"""training_data/easy/boards/boards2208/step_8.png"""
down,down,"""training_data/easy/boards/boards2688/step_0.png"""
down,down,"""training_data/easy/boards/boards2688/step_1.png"""
grip,grip,"""training_data/easy/boards/boards2688/step_2.png"""
up,left,"""training_data/easy/boards/boards2443/step_0.png"""
up,up,"""training_data/easy/boards/boards2443/step_1.png"""
up,left,"""training_data/easy/boards/boards2443/step_2.png"""
up,up,"""training_data/easy/boards/boards2443/step_3.png"""
left,up,"""training_data/easy/boards/boards2443/step_4.png"""
left,left,"""training_data/easy/boards/boards2443/step_5.png"""
left,left,"""training_data/easy/boards/boards2443/step_6.png"""
up,up,"""training_data/easy/boards/boards2443/step_7.png"""
left,left,"""training_data/easy/boards/boards2443/step_8.png"""
grip,grip,"""training_data/easy/boards/boards2443/step_9.png"""
left,left,"""training_data/easy/boards/boards1647/step_0.png"""
left,left,"""training_data/easy/boards/boards1647/step_1.png"""
left,left,"""training_data/easy/boards/boards1647/step_2.png"""
left,up,"""training_data/easy/boards/boards1647/step_3.png"""
left,left,"""training_data/easy/boards/boards1647/step_4.png"""
up,left,"""training_data/easy/boards/boards1647/step_5.png"""
up,up,"""training_data/easy/boards/boards1647/step_6.png"""
grip,grip,"""training_data/easy/boards/boards1647/step_7.png"""
down,down,"""training_data/easy/boards/boards2408/step_0.png"""
down,left,"""training_data/easy/boards/boards2408/step_1.png"""
down,down,"""training_data/easy/boards/boards2408/step_2.png"""
down,down,"""training_data/easy/boards/boards2408/step_3.png"""
down,down,"""training_data/easy/boards/boards2408/step_4.png"""
grip,grip,"""training_data/easy/boards/boards2408/step_5.png"""
right,right,"""training_data/easy/boards/boards1495/step_0.png"""
right,right,"""training_data/easy/boards/boards1495/step_1.png"""
down,down,"""training_data/easy/boards/boards1495/step_2.png"""
grip,grip,"""training_data/easy/boards/boards1495/step_3.png"""
left,up,"""training_data/easy/boards/boards2666/step_0.png"""
left,left,"""training_data/easy/boards/boards2666/step_1.png"""
left,up,"""training_data/easy/boards/boards2666/step_2.png"""
left,left,"""training_data/easy/boards/boards2666/step_3.png"""
left,left,"""training_data/easy/boards/boards2666/step_4.png"""
left,left,"""training_data/easy/boards/boards2666/step_5.png"""
grip,grip,"""training_data/easy/boards/boards2666/step_6.png"""
right,right,"""training_data/easy/boards/boards2994/step_0.png"""
right,down,"""training_data/easy/boards/boards2994/step_1.png"""
right,down,"""training_data/easy/boards/boards2994/step_2.png"""
right,right,"""training_data/easy/boards/boards2994/step_3.png"""
right,down,"""training_data/easy/boards/boards2994/step_4.png"""
right down,right,"""training_data/easy/boards/boards2994/step_5.png"""
down right,right,"""training_data/easy/boards/boards2994/step_6.png"""
down,down,"""training_data/easy/boards/boards2994/step_7.png"""
right down,down,"""training_data/easy/boards/boards2994/step_8.png"""
right,right,"""training_data/easy/boards/boards2994/step_9.png"""
grip,grip,"""training_data/easy/boards/boards2994/step_10.png"""
right,right,"""training_data/easy/boards/boards202/step_0.png"""
right,right,"""training_data/easy/boards/boards202/step_1.png"""
right,right,"""training_data/easy/boards/boards202/step_2.png"""
right,right,"""training_data/easy/boards/boards202/step_3.png"""
up right,right,"""training_data/easy/boards/boards202/step_4.png"""
up,up,"""training_data/easy/boards/boards202/step_5.png"""
up,up,"""training_data/easy/boards/boards202/step_6.png"""
grip,grip,"""training_data/easy/boards/boards202/step_7.png"""
down,left,"""training_data/easy/boards/boards1829/step_0.png"""
down,down,"""training_data/easy/boards/boards1829/step_1.png"""
down,down,"""training_data/easy/boards/boards1829/step_2.png"""
down,down,"""training_data/easy/boards/boards1829/step_3.png"""
down,down,"""training_data/easy/boards/boards1829/step_4.png"""
left,left,"""training_data/easy/boards/boards1829/step_5.png"""
left,left,"""training_data/easy/boards/boards1829/step_6.png"""
down,down,"""training_data/easy/boards/boards1829/step_7.png"""
grip,grip,"""training_data/easy/boards/boards1829/step_8.png"""
right,right,"""training_data/easy/boards/boards462/step_0.png"""
right,up,"""training_data/easy/boards/boards462/step_1.png"""
right,right,"""training_data/easy/boards/boards462/step_2.png"""
right,right,"""training_data/easy/boards/boards462/step_3.png"""
right,up,"""training_data/easy/boards/boards462/step_4.png"""
right,right,"""training_data/easy/boards/boards462/step_5.png"""
right,right,"""training_data/easy/boards/boards462/step_6.png"""
grip,grip,"""training_data/easy/boards/boards462/step_7.png"""
up,up,"""training_data/easy/boards/boards1678/step_0.png"""
up,up,"""training_data/easy/boards/boards1678/step_1.png"""
up,right,"""training_data/easy/boards/boards1678/step_2.png"""
right,up,"""training_data/easy/boards/boards1678/step_3.png"""
right,up,"""training_data/easy/boards/boards1678/step_4.png"""
right,up,"""training_data/easy/boards/boards1678/step_5.png"""
right,right,"""training_data/easy/boards/boards1678/step_6.png"""
right,right,"""training_data/easy/boards/boards1678/step_7.png"""
right,right,"""training_data/easy/boards/boards1678/step_8.png"""
right,right,"""training_data/easy/boards/boards1678/step_9.png"""
grip,grip,"""training_data/easy/boards/boards1678/step_10.png"""
right,right,"""training_data/easy/boards/boards1708/step_0.png"""
right,down,"""training_data/easy/boards/boards1708/step_1.png"""
right,right,"""training_data/easy/boards/boards1708/step_2.png"""
right,right,"""training_data/easy/boards/boards1708/step_3.png"""
down,down,"""training_data/easy/boards/boards1708/step_4.png"""
grip,grip,"""training_data/easy/boards/boards1708/step_5.png"""
right,down,"""training_data/easy/boards/boards1480/step_0.png"""
right,right,"""training_data/easy/boards/boards1480/step_1.png"""
grip,grip,"""training_data/easy/boards/boards1480/step_2.png"""
right,down,"""training_data/easy/boards/boards3254/step_0.png"""
right,down,"""training_data/easy/boards/boards3254/step_1.png"""
right,down,"""training_data/easy/boards/boards3254/step_2.png"""
right,right,"""training_data/easy/boards/boards3254/step_3.png"""
right,down,"""training_data/easy/boards/boards3254/step_4.png"""
right down right,down,"""training_data/easy/boards/boards3254/step_5.png"""
right,right,"""training_data/easy/boards/boards3254/step_6.png"""
right,right,"""training_data/easy/boards/boards3254/step_7.png"""
right,right,"""training_data/easy/boards/boards3254/step_8.png"""
right,right,"""training_data/easy/boards/boards3254/step_9.png"""
grip,grip,"""training_data/easy/boards/boards3254/step_10.png"""
down,down,"""training_data/easy/boards/boards1888/step_0.png"""
down,down,"""training_data/easy/boards/boards1888/step_1.png"""
down,left,"""training_data/easy/boards/boards1888/step_2.png"""
down,down,"""training_data/easy/boards/boards1888/step_3.png"""
down,down,"""training_data/easy/boards/boards1888/step_4.png"""
grip,grip,"""training_data/easy/boards/boards1888/step_5.png"""
left,left,"""training_data/easy/boards/boards2211/step_0.png"""
left,left,"""training_data/easy/boards/boards2211/step_1.png"""
left,left,"""training_data/easy/boards/boards2211/step_2.png"""
left,down,"""training_data/easy/boards/boards2211/step_3.png"""
left,left,"""training_data/easy/boards/boards2211/step_4.png"""
left,left,"""training_data/easy/boards/boards2211/step_5.png"""
left,left,"""training_data/easy/boards/boards2211/step_6.png"""
grip,grip,"""training_data/easy/boards/boards2211/step_7.png"""
left,down,"""training_data/easy/boards/boards1267/step_0.png"""
left,left,"""training_data/easy/boards/boards1267/step_1.png"""
left,down,"""training_data/easy/boards/boards1267/step_2.png"""
